locality_identifier,household_identifier,health_expenditures_base,age_hh,age_sp,educ_hh,educ_sp,hospital_base,health_expenditures_end,hospital_end,eligible,enrolled,treatment,poverty_index,female_hh,indigenous,hhsize,dirtfloor,bathroom,land,hospital_distance
9,3373,19.300579,33,32,9,5,,20.040829,,0,0,0,64.374031,0,0,5,0,1,0,143.9082694682102
9,3375,16.577923,52,50,1,1,,18.497877,,0,0,0,59.891808,0,0,6,1,1,0,143.9082694682102
9,3377,14.183497,25,21,6,6,0,9.0363321,0,1,1,1,53.477589,0,0,5,1,1,0,143.9082694682102
9,3379,15.998096,39,35,0,5,0,8.6972628,0,1,1,1,53.168468,0,0,6,0,1,0,143.9082694682102
9,3380,16.336163,55,47,6,0,,19.400362,,0,0,0,65.533234,0,0,6,1,0,0,143.9082694682102
9,3381,15.725084,40,43,6,3,,15.62001,,0,0,0,59.659969,0,0,6,1,1,0,143.9082694682102
9,3382,25.689281,63,47,3,3,,46.076744,,0,0,0,81.298302,0,0,3,0,1,0,143.9082694682102
9,3384,21.443989,36,29,6,6,,37.15556,,0,0,0,61.901081,0,0,4,0,1,0,143.9082694682102
9,3386,20.049644,42,33,9,0,,33.967152,,0,0,0,79.095825,0,0,5,0,1,0,143.9082694682102
9,3387,27.286182,57,53,3,4,,28.41396,,0,0,0,68.547142,0,0,2,0,0,0,143.9082694682102
9,3388,25.405226,57,41,6,2,,19.502193,,0,0,0,66.228745,1,0,4,0,1,1,143.9082694682102
9,3389,30.581226,75,41,0,2,,45.942146,,0,0,0,65.919632,1,0,1,0,0,1,143.9082694682102
9,3394,15.96585,50,46,0,0,,17.443771,,0,0,0,68.068008,0,0,7,0,1,0,143.9082694682102
9,3395,27.592861,76,41,3,2,,56.438278,,0,0,0,63.601238,1,0,3,0,1,0,143.9082694682102
9,3396,26.02079,53,62,0,3,,26.677704,,0,0,0,67.465225,0,0,2,0,0,0,143.9082694682102
9,3397,16.883526,65,63,2,2,,13.328506,,0,0,0,65.68779,0,0,6,1,1,0,143.9082694682102
9,4336,17.609608,27,24,6,6,0,2.1249506,0,1,1,1,41.499226,0,0,5,0,1,2,71.25952953671175
9,4342,12.901817,45,44,3,2,,15.944387,,0,0,0,62.982998,0,0,8,1,1,5,71.25952953671175
9,4344,10.953173,36,38,3,3,0,5.0498924,0,1,1,1,37.187019,0,0,9,0,0,3,71.25952953671175
9,4349,13.560749,32,30,4,4,0,14.378488,0,1,1,1,39.234932,0,0,6,1,0,2,71.25952953671175
9,5469,12.967281,31,28,1,6,0,5.5133209,0,1,1,1,49.613602,0,0,6,1,0,0,42.16862207729481
9,5470,16.811834,37,25,3,4,,8.5709276,,0,0,0,68.00618,0,0,5,1,0,3,42.16862207729481
9,5471,19.894148,39,36,3,1,,29.617702,,0,0,0,74.343124,0,0,5,0,0,1,42.16862207729481
9,5472,21.831535,69,59,0,0,,12.499783,,0,0,0,73.415764,0,0,5,0,0,8,42.16862207729481
9,5473,21.705923,26,22,6,6,,16.511591,,0,0,0,74.652245,0,0,3,0,0,0,42.16862207729481
9,5475,14.287179,49,28,6,3,0,.56459254,0,1,1,1,49.880524,0,0,6,1,0,0,42.16862207729481
9,5476,25.246067,67,64,0,0,,48.617149,,0,0,0,66.537865,0,0,2,1,0,8,42.16862207729481
9,5480,15.832713,26,19,6,6,0,10.177341,0,1,1,1,57.959816,0,0,4,1,0,0,42.16862207729481
9,5484,14.261882,44,33,2,2,0,2.8967698,0,1,1,1,50.927357,0,0,8,0,0,8,42.16862207729481
9,5486,17.922037,46,18,1,5,0,2.4948285,0,1,1,1,56.105099,0,0,4,1,0,3,42.16862207729481
9,5488,13.840295,60,56,3,4,0,10.214761,1,1,1,1,55.795982,0,0,9,0,1,8,42.16862207729481
9,5489,17.353361,22,22,6,6,,18.611784,,0,0,0,58.732613,0,0,5,0,0,1,42.16862207729481
9,5491,17.715395,38,35,2,3,,28.281866,,0,0,0,67.619781,0,0,6,0,0,1,42.16862207729481
9,5492,14.415958,60,46,2,6,,21.60936,,0,0,0,81.6847,0,0,9,0,0,8,42.16862207729481
9,5494,15.816998,29,26,6,3,,8.6025095,,0,0,0,59.041733,0,0,5,1,0,1,42.16862207729481
9,5495,14.068743,27,21,2,5,0,4.6598444,0,1,1,1,52.859352,0,0,5,1,0,0,42.16862207729481
9,5496,7.7277684,49,32,0,3,0,.6875965,0,1,1,1,55.525501,0,0,9,1,1,0,42.16862207729481
9,5499,23.503563,72,67,0,0,,18.715918,,0,0,0,63.446678,0,0,3,1,0,10,42.16862207729481
9,5500,18.611641,34,28,6,3,,11.970898,,0,0,0,77.588875,0,0,6,0,0,10,42.16862207729481
9,5501,7.9182215,43,43,3,5,0,.33615226,1,1,1,1,57.264297,0,0,10,1,0,8,42.16862207729481
9,5502,22.643343,55,67,3,2,,24.777979,,0,0,0,74.111282,0,0,3,1,0,2,42.16862207729481
9,5503,10.27151,32,26,6,3,0,3.3704188,0,1,1,1,54.482227,0,0,8,1,0,8,42.16862207729481
9,5506,10.282218,36,32,5,2,0,1.9537737,0,1,1,1,45.672333,0,0,9,0,0,1,42.16862207729481
9,5507,17.546879,49,49,3,0,0,0,1,1,1,1,54.559505,0,0,5,1,0,2,42.16862207729481
9,5509,16.678303,54,54,3,3,,12.038051,,0,0,0,81.971733,0,0,8,0,0,10,42.16862207729481
9,5511,26.871244,57,53,0,5,,25.67807,,0,0,0,66.228745,1,0,2,0,0,8,42.16862207729481
9,5512,11.913658,49,48,2,0,,19.541285,,0,0,0,69.010818,0,0,10,0,0,8,42.16862207729481
9,5514,16.306145,62,41,2,2,,17.157261,,0,0,0,60.896446,1,0,7,1,0,0,42.16862207729481
9,5517,13.722129,36,30,3,6,0,7.5238466,0,1,1,1,55.023186,0,0,6,1,0,1,42.16862207729481
9,5518,19.680174,55,47,3,2,,22.205547,,0,0,0,62.055641,0,0,6,0,0,4,42.16862207729481
9,5519,13.920734,59,78,4,1,,15.600332,,0,0,0,71.831528,0,0,9,0,0,10,42.16862207729481
9,5520,19.574402,45,34,2,2,,29.939089,,0,0,0,72.102013,0,0,6,0,1,7,42.16862207729481
9,5521,12.91694,30,29,9,4,0,2.4896863,0,1,1,1,56.259659,0,0,6,1,0,0,42.16862207729481
9,5523,22.993526,57,50,3,1,,55.338104,,0,0,0,67.310661,0,0,3,1,0,2,42.16862207729481
9,5525,20.523891,30,28,3,1,,12.814461,,0,0,0,60.278206,0,0,4,0,0,0,42.16862207729481
9,5528,16.922298,34,33,3,3,,10.263762,,0,0,0,77.859352,0,0,5,1,0,2,42.16862207729481
9,5530,11.878367,24,23,6,6,0,.78592509,0,1,1,1,56.646057,0,0,6,1,0,0,42.16862207729481
9,5532,13.97607,34,31,3,1,0,4.1189308,0,1,1,1,57.650696,0,0,7,0,0,0,42.16862207729481
9,7073,14.106347,26,24,0,6,0,14.28786,0,1,1,1,50.618237,0,0,6,0,1,0,50.35157730705794
9,7075,10.645557,36,30,2,0,0,2.9983361,1,1,1,1,45.363216,0,0,9,0,1,2,50.35157730705794
9,7076,23.291994,24,16,6,3,,19.738462,,0,0,0,61.514683,0,0,2,0,1,0,50.35157730705794
9,7077,18.373652,37,36,4,3,,18.251703,,0,0,0,58.964451,0,0,6,0,1,3,50.35157730705794
9,7079,21.811922,67,41,0,2,0,5.1069403,0,1,1,1,51.313755,0,0,6,0,1,8,50.35157730705794
9,7080,17.007761,47,41,0,2,,11.455773,,0,0,0,59.737247,0,0,7,1,1,6,50.35157730705794
9,7081,13.284813,42,29,3,6,0,2.2720988,0,1,1,1,57.418858,0,0,8,0,1,3,50.35157730705794
9,7082,27.340881,72,41,0,2,,23.305513,,0,0,0,61.205563,1,0,3,0,1,4,50.35157730705794
9,7084,25.099339,29,24,6,4,,28.501188,,0,0,0,64.837715,0,0,2,0,1,3,50.35157730705794
9,7089,14.226476,29,26,6,3,0,28.802311,0,1,1,1,52.62751,0,0,7,0,1,4,50.35157730705794
9,7090,10.392443,40,36,1,9,0,8.7081003,0,1,1,1,45.672333,0,0,10,0,1,8,50.35157730705794
9,7092,18.903198,63,60,1,0,,28.690517,,0,0,0,69.474495,0,0,7,0,1,8,50.35157730705794
9,7093,20.680092,41,40,6,3,0,36.451431,0,1,1,1,56.139877,0,0,5,0,1,7,50.35157730705794
9,7096,19.502176,41,38,3,6,0,24.141308,0,1,1,1,54.482227,0,0,5,0,1,1,50.35157730705794
9,7097,12.741611,40,28,3,8,0,4.1842852,0,1,1,1,49.922722,0,0,8,0,1,1,50.35157730705794
9,7098,18.362446,24,19,2,2,0,9.5646124,0,1,1,1,55.87326,0,0,3,1,1,2,50.35157730705794
9,7099,20.363117,40,38,1,0,,17.112585,,0,0,0,62.5966,0,0,5,0,1,1,50.35157730705794
9,7101,26.469887,64,57,1,1,,16.501093,,0,0,0,70.401855,0,0,3,0,1,4,50.35157730705794
9,7103,11.235632,58,68,7,2,,20.384375,,0,0,0,69.629059,0,0,10,0,1,2,50.35157730705794
9,7104,18.54175,62,56,0,0,,22.674486,,0,0,0,77.897987,0,0,6,0,1,0,50.35157730705794
9,7105,17.711105,31,25,3,4,0,17.548954,0,1,1,1,56.336941,0,0,5,0,1,0,50.35157730705794
9,7107,16.954288,48,39,0,4,0,12.350049,0,1,1,1,54.482227,0,0,6,0,1,1,50.35157730705794
9,7108,9.4948578,43,37,1,0,,12.361782,,0,0,0,62.480679,0,0,11,0,1,8,50.35157730705794
9,7110,23.974361,65,74,0,0,,24.462229,,0,0,0,60.510048,0,0,2,1,1,2,50.35157730705794
9,7111,25.972923,47,50,6,0,,30.939583,,0,0,0,63.523956,0,0,2,1,1,8,50.35157730705794
9,7114,11.802099,47,37,3,0,0,5.2777014,0,1,1,1,52.72411,0,0,9,0,1,2,50.35157730705794
9,7116,17.227579,36,35,0,3,0,4.143321,0,1,1,1,50.112057,0,0,6,0,1,8,50.35157730705794
9,7118,7.3676386,78,41,2,2,0,.89759272,0,1,1,1,55.332302,0,0,13,0,1,2,50.35157730705794
9,7119,20.973902,31,31,9,3,,10.376197,,0,0,0,67.310661,0,0,4,0,0,1,50.35157730705794
9,7121,14.361516,40,37,5,9,0,8.8438768,0,1,1,1,47.37249,0,0,8,0,1,7,50.35157730705794
9,7122,15.512584,60,59,2,0,,9.381691,,0,0,0,61.476044,0,0,7,1,1,4,50.35157730705794
9,7123,23.704029,47,59,3,4,,10.148999,,0,0,0,63.446678,0,0,4,0,1,4,50.35157730705794
9,7125,19.896418,35,36,3,4,,11.099825,,0,0,0,64.296753,0,0,5,0,1,1,50.35157730705794
9,7126,14.726002,73,70,0,2,0,0,0,1,1,1,48.763523,0,0,8,0,1,8,50.35157730705794
9,7433,14.278455,24,25,6,6,0,0,0,1,1,1,49.149921,0,0,5,1,0,1,85.30027246259445
9,7435,17.285511,70,68,5,6,,11.952853,,0,0,0,74.806801,0,1,6,0,1,3,85.30027246259445
9,7436,27.195765,75,41,3,2,,29.942375,,0,0,0,62.442039,1,1,2,0,1,1,85.30027246259445
9,7437,23.191683,34,29,16,16,,11.181981,,0,0,0,77.640648,0,0,5,0,0,0,85.30027246259445
9,7440,21.169239,74,65,0,0,,20.968269,,0,0,0,58.887173,0,1,2,1,0,0,85.30027246259445
9,7442,11.699835,35,27,6,1,0,0,0,1,1,1,44.2813,0,0,7,1,1,1,85.30027246259445
9,7443,20.444323,68,41,2,2,0,16.381529,0,1,1,1,47.758888,1,0,6,0,1,0,85.30027246259445
9,7445,21.18437,62,55,3,0,,9.0826111,,0,0,0,62.75116,0,1,4,0,1,1,85.30027246259445
9,7446,25.126057,66,41,2,2,0,21.570915,0,1,1,1,57.341576,1,1,1,1,0,0,85.30027246259445
9,7449,12.050901,32,41,6,2,0,.51912326,0,1,1,1,39.412674,0,1,7,1,0,1,85.30027246259445
9,7450,18.714537,38,28,6,6,0,.45617312,0,1,1,1,47.140648,0,0,5,0,1,1,85.30027246259445
9,7452,18.766552,42,41,6,2,,14.4627,,0,0,0,73.338486,0,0,6,0,1,2,85.30027246259445
9,7453,11.650578,70,65,4,6,,9.0268679,,0,0,0,63.601238,0,0,9,1,1,5,85.30027246259445
9,7455,11.495488,46,24,4,3,0,14.652497,0,1,1,1,56.955177,0,1,6,1,1,0,85.30027246259445
9,7456,10.521896,43,31,4,3,0,3.4016068,0,1,1,1,40.958267,0,0,8,1,1,1,85.30027246259445
10,3161,20.369797,27,26,9,6,,37.136955,,0,0,0,68.392578,0,0,4,0,0,0,151.9986677193745
10,3162,22.230564,35,32,6,2,,44.905651,,0,0,0,61.437405,0,0,4,0,1,2,151.9986677193745
10,3163,16.385229,35,31,6,6,0,19.099047,0,1,0,0,53.941269,0,0,6,0,1,0,151.9986677193745
10,3164,26.962515,71,74,0,0,,36.064484,,0,0,0,69.783615,0,0,2,0,1,2,151.9986677193745
10,3165,23.468643,52,41,3,2,0,38.778156,0,1,0,0,55.950542,1,0,3,1,1,0,151.9986677193745
10,3166,12.079885,34,32,6,2,0,15.230277,0,1,0,0,48.995361,0,0,7,1,1,2,151.9986677193745
10,3167,9.4554701,45,38,3,3,0,13.388339,0,1,0,0,43.199383,0,0,10,0,1,1,151.9986677193745
10,3168,31.658606,80,41,1,2,,24.432499,,0,0,0,64.451317,1,0,1,0,0,0,151.9986677193745
10,3169,27.905361,76,41,2,2,,30.892601,,0,0,0,59.428131,1,0,3,0,1,0,151.9986677193745
10,3170,16.341175,57,41,0,2,,44.886864,,0,0,0,62.673878,1,0,8,0,1,0,151.9986677193745
10,3171,16.32728,41,36,0,6,0,9.910387,0,1,0,0,51.313755,0,0,6,0,1,1,151.9986677193745
10,3174,21.518066,23,20,3,3,,27.128958,,0,0,0,64.142197,0,0,3,0,0,0,151.9986677193745
10,3175,11.564008,75,38,2,1,0,12.073773,0,1,0,0,41.962906,0,0,8,1,0,1,151.9986677193745
10,3176,19.943214,59,41,3,0,0,37.485191,0,1,0,0,56.336941,0,0,4,1,1,1,151.9986677193745
10,3177,14.295826,32,17,6,6,0,24.676497,0,1,0,0,48.918083,0,0,5,1,0,1,151.9986677193745
10,3179,24.86499,64,60,0,0,,24.120028,,0,0,0,69.358582,0,0,3,0,0,1,151.9986677193745
10,3180,12.25792,47,39,2,6,,19.328142,,0,0,0,73.493042,0,0,8,1,1,0,151.9986677193745
10,3181,27.711498,74,75,4,0,,30.900436,,0,0,0,68.547142,0,0,2,0,1,1,151.9986677193745
10,3182,22.627092,27,20,6,6,,23.640215,,0,0,0,67.272026,0,0,3,0,1,2,151.9986677193745
10,3183,17.193874,47,42,5,3,,37.465794,,0,0,0,81.027824,0,0,7,0,1,1,151.9986677193745
10,3184,16.409611,52,45,5,1,0,22.494549,0,1,0,0,50.850079,0,0,7,0,1,2,151.9986677193745
10,3185,19.947588,41,41,0,2,,19.989651,,0,0,0,72.836166,1,0,6,0,1,2,151.9986677193745
10,3186,32.75016,62,41,3,2,,105.24043,,0,0,0,71.56105,0,0,1,0,1,0,151.9986677193745
10,3187,13.723076,47,39,2,3,0,18.862463,0,1,0,0,48.763523,0,0,8,0,1,1,151.9986677193745
10,3188,18.095491,43,23,3,3,0,38.662182,0,1,0,0,55.100464,0,0,4,1,1,1,151.9986677193745
10,3189,15.487007,37,28,6,6,0,23.49592,0,1,0,0,51.159195,0,0,5,1,0,0,151.9986677193745
10,3190,12.616811,37,34,6,6,0,24.100801,0,1,0,0,51.236477,0,0,8,0,1,0,151.9986677193745
10,3191,21.772505,37,41,3,2,,33.860245,,0,0,0,58.578053,1,0,4,1,1,0,151.9986677193745
10,3192,25.144735,45,41,0,2,,33.283745,,0,0,0,62.5966,1,0,2,1,0,0,151.9986677193745
10,3193,19.062712,63,56,0,0,,17.819698,,0,0,0,66.151466,0,0,6,0,1,1,151.9986677193745
10,3194,19.076853,70,41,0,2,0,18.82313,0,1,0,0,52.704792,1,0,5,1,1,1,151.9986677193745
10,3195,23.487278,31,28,6,6,,49.868088,,0,0,0,60.664604,0,0,3,0,1,1,151.9986677193745
10,3196,19.246117,27,24,6,6,0,36.921391,1,1,0,0,55.486862,0,0,4,0,1,0,151.9986677193745
10,3197,21.689302,70,70,3,0,0,34.931076,0,1,0,0,55.100464,0,0,3,1,0,1,151.9986677193745
10,3198,29.4177,73,41,2,2,,38.388988,,0,0,0,66.228745,1,0,1,1,1,0,151.9986677193745
10,3200,22.356386,59,57,4,3,,19.664213,,0,0,0,70.440498,0,0,5,0,1,3,151.9986677193745
10,3201,31.894531,60,41,0,2,,56.283039,,0,0,0,67.078827,0,0,1,0,1,1,151.9986677193745
10,3202,20.002958,30,22,6,6,,33.798626,,0,0,0,58.423492,0,0,3,1,0,1,151.9986677193745
10,3203,29.598677,51,41,6,2,,30.8575,,0,0,0,66.692429,0,0,1,1,0,1,151.9986677193745
11,1977,16.737614,37,33,8,6,,10.739361,,0,0,0,68.238022,0,1,5,0,0,0,122.1542438391424
11,1978,16.516281,60,57,2,2,,10.190909,,0,0,0,65.765068,0,1,6,0,0,0,122.1542438391424
11,1979,9.231967,56,50,0,0,,29.085209,,0,0,0,63.021637,0,1,9,0,0,0,122.1542438391424
11,1982,18.660089,56,60,8,0,,17.799353,,0,0,0,60.458347,0,1,5,0,1,0,122.1542438391424
11,1983,16.519875,28,25,2,2,0,7.9317942,0,1,1,1,55.255024,0,1,4,0,0,0,122.1542438391424
11,1986,21.971371,47,41,3,2,,37.677597,,0,0,0,60.432766,1,1,4,0,0,1,122.1542438391424
11,1990,8.7665968,29,30,6,4,0,8.0221357,0,1,1,1,41.344669,0,1,8,0,0,0,122.1542438391424
11,2138,25.867615,54,43,10,4,,17.128281,,0,0,0,92.426582,0,0,5,0,1,4,132.9942115280713
11,2139,19.307585,58,41,0,2,,30.413557,,0,0,0,62.519321,1,0,5,1,0,0,132.9942115280713
11,2140,27.832939,76,41,1,2,0,20.09926,0,1,1,1,54.327667,1,0,1,1,0,0,132.9942115280713
11,2142,18.718952,36,32,2,6,,31.049383,,0,0,0,60.819164,0,0,4,1,0,0,132.9942115280713
11,2143,14.143873,38,32,3,4,0,11.775409,0,1,1,1,49.381763,0,0,6,1,1,0,132.9942115280713
11,2144,28.032188,65,41,0,2,,47.537407,,0,0,0,68.160744,1,0,1,1,1,0,132.9942115280713
11,2146,29.354193,22,41,6,2,,52.61541,,0,0,0,65.610512,0,0,1,0,0,0,132.9942115280713
11,2147,13.715002,35,26,6,6,0,7.1467619,0,1,1,1,49.613602,0,0,7,0,0,0,132.9942115280713
11,2149,26.304539,70,41,3,2,0,14.135083,0,1,1,1,53.516228,1,0,3,0,0,0,132.9942115280713
11,2150,24.523674,42,40,3,3,,23.625498,,0,0,0,67.117462,0,0,3,0,1,0,132.9942115280713
11,2152,27.343729,64,41,2,2,,28.911089,,0,0,0,65.108192,1,0,3,0,0,1,132.9942115280713
11,2154,23.362377,38,25,6,6,,33.464012,,0,0,0,62.055641,0,0,3,0,1,0,132.9942115280713
11,2157,20.899048,36,36,6,3,0,27.219883,0,1,1,1,56.800617,0,0,4,0,1,0,132.9942115280713
11,2160,27.330173,28,41,9,2,,43.900009,,0,0,0,73.493042,1,0,2,0,1,0,132.9942115280713
11,2164,16.43092,45,38,3,4,,42.377285,,0,0,0,76.738792,0,0,7,0,1,0,132.9942115280713
11,2166,19.037296,27,21,6,6,0,18.628185,0,1,1,1,54.636784,0,0,4,0,1,0,132.9942115280713
11,2167,18.410395,48,57,1,3,,11.132747,,0,0,0,58.230293,0,0,5,1,1,0,132.9942115280713
11,2168,18.144169,45,41,2,2,,16.51107,,0,0,0,61.112827,1,0,7,0,0,0,132.9942115280713
11,2169,20.418388,40,41,4,2,0,22.147903,0,1,1,1,53.09119,1,0,4,1,0,0,132.9942115280713
11,2170,24.84251,77,63,2,0,,26.907152,,0,0,0,59.505409,0,0,2,1,0,0,132.9942115280713
11,2173,17.068085,37,32,3,1,,23.982338,,0,0,0,63.021637,0,0,5,1,1,0,132.9942115280713
11,2174,16.356428,38,31,6,6,0,19.663527,0,1,1,1,49.072643,0,0,6,0,0,0,132.9942115280713
11,2175,14.913915,33,41,6,2,0,17.005754,0,1,1,1,54.134468,0,0,7,1,1,0,132.9942115280713
11,2176,13.204784,70,34,0,6,,23.848536,,0,0,0,81.221024,1,0,8,0,1,0,132.9942115280713
11,2177,13.176747,37,36,4,3,,11.737357,,0,0,0,64.87635,0,0,7,1,1,0,132.9942115280713
11,2178,20.808582,28,33,15,6,,18.498669,,0,0,0,63.446678,0,0,6,0,1,0,132.9942115280713
11,2180,15.757716,34,27,6,6,0,31.908314,0,1,1,1,51.545593,0,0,6,0,0,0,132.9942115280713
11,2182,16.735132,47,38,6,6,,14.394475,,0,0,0,95.440498,0,0,7,0,1,1,132.9942115280713
11,2183,20.979673,25,26,6,6,0,19.109169,0,1,1,1,56.955177,0,0,3,0,0,0,132.9942115280713
11,5839,10.119699,36,33,3,2,0,12.785089,0,1,1,1,44.590416,0,0,8,1,1,1,48.03898506470498
11,5843,9.3531313,31,30,4,9,1,3.3927414,0,1,1,1,45.672333,0,0,8,1,1,0,48.03898506470498
11,5844,31.698616,76,41,2,2,,57.153351,,0,0,0,65.06955,1,0,1,0,1,0,48.03898506470498
11,5847,6.7134414,42,38,3,2,1,8.5471373,0,1,1,1,39.180836,0,0,10,1,1,1,48.03898506470498
11,5848,11.278414,33,28,2,3,0,7.1437845,0,1,1,1,45.285934,0,0,7,1,0,1,48.03898506470498
11,5850,12.144191,49,47,3,2,,12.578364,,0,0,0,62.210201,0,0,8,1,0,1,48.03898506470498
11,5852,27.704811,66,41,1,2,,11.357697,,0,0,0,60.658421,1,0,3,0,1,1,48.03898506470498
11,5857,26.235487,70,41,0,2,,104.86746,,0,0,0,60.278206,1,0,2,1,1,1,48.03898506470498
11,5858,11.626813,40,38,3,3,,12.533382,,0,0,0,59.119011,0,0,8,1,1,1,48.03898506470498
11,5860,12.645392,36,45,1,3,0,.20395489,0,1,1,1,47.21793,0,0,7,1,1,1,48.03898506470498
11,5861,9.8237133,45,36,3,2,,12.406054,,0,0,0,59.77589,0,0,9,1,1,1,48.03898506470498
11,5863,24.881805,60,41,0,2,,22.416344,,0,0,0,60.664604,0,0,3,1,1,1,48.03898506470498
11,5865,14.168331,41,31,2,2,0,7.4175425,0,1,1,1,50.927357,0,0,6,1,0,1,48.03898506470498
11,5867,22.746391,26,24,4,3,,17.170265,,0,0,0,76.043274,0,0,3,0,1,3,48.03898506470498
11,5870,26.035215,61,41,2,2,,21.494072,,0,0,0,61.514683,0,1,3,0,1,2,48.03898506470498
11,5872,8.0849829,68,53,0,2,0,4.4223928,0,1,1,1,52.78207,0,1,8,1,0,0,48.03898506470498
11,5873,13.184327,24,22,0,5,0,4.5592508,0,1,1,1,51.700153,0,0,5,1,1,0,48.03898506470498
11,5878,18.548582,64,37,2,0,,10.214532,,0,0,0,59.62133,0,0,5,1,0,1,48.03898506470498
11,5879,20.404095,61,54,0,0,,23.989176,,0,0,0,65.06955,0,0,4,1,1,2,48.03898506470498
11,5880,26.521749,50,41,0,2,,15.163588,,0,0,0,65.533234,0,0,2,1,1,1,48.03898506470498
11,5881,11.510277,32,28,3,2,0,8.3506708,0,1,1,1,44.049458,0,0,7,1,1,1,48.03898506470498
11,5882,11.029684,46,38,0,0,,10.616013,,0,0,0,61.360123,0,0,8,1,1,1,48.03898506470498
11,6017,25.118753,73,70,2,0,,20.472565,,0,0,0,63.021637,0,0,3,0,0,0,105.8995798078477
11,6019,22.549255,55,41,4,2,,19.109228,,0,0,0,58.500774,1,0,4,1,1,0,105.8995798078477
11,6020,7.5115528,38,38,0,0,0,.83935279,0,1,1,1,55.680061,0,0,10,0,0,0,105.8995798078477
11,6021,15.97488,42,40,2,2,0,7.8621321,0,1,1,1,56.927433,1,0,5,1,1,0,105.8995798078477
11,6023,23.814825,43,41,3,2,,13.847082,,0,0,0,59.428131,1,0,3,1,0,1,105.8995798078477
11,6027,21.52755,33,41,6,2,,9.2793303,,0,0,0,66.421944,1,0,5,0,0,1,105.8995798078477
11,6028,24.148375,75,69,0,0,,34.5369,,0,0,0,60.432766,0,0,2,1,1,1,105.8995798078477
11,6029,14.602912,50,43,0,3,0,2.5505555,0,1,1,1,56.568779,0,0,6,1,1,1,105.8995798078477
11,6030,9.4670467,35,29,4,6,0,.51939505,0,1,1,1,40.185471,0,0,8,1,0,1,105.8995798078477
11,6032,25.334009,62,63,1,0,,20.360296,,0,0,0,63.678516,0,1,2,0,1,2,105.8995798078477
11,6035,10.509087,38,38,3,0,0,7.0509825,0,1,1,1,57.341576,0,0,8,1,1,1,105.8995798078477
11,6036,23.177174,48,45,4,1,,23.247072,,0,0,0,68.031944,0,0,4,0,1,1,105.8995798078477
11,6037,25.309088,64,61,3,1,,22.93578,,0,0,0,58.732613,0,0,2,1,1,1,105.8995798078477
11,6038,24.236258,69,67,5,0,0,.38450831,0,1,1,1,57.650696,0,0,2,1,1,1,105.8995798078477
11,6039,25.515982,82,41,2,2,,19.22221,,0,0,0,58.693974,0,0,3,1,0,0,105.8995798078477
11,6041,11.961823,76,84,0,0,0,0,0,1,1,1,45.595055,0,0,8,0,0,0,105.8995798078477
11,6169,18.285767,39,29,0,0,0,11.844401,0,1,1,1,52.78207,0,1,2,1,0,0,102.1078738382807
11,6173,18.243256,57,41,0,2,0,3.5734894,0,1,1,1,49.227203,1,1,4,1,1,1,102.1078738382807
11,6174,10.595982,37,35,0,0,0,1.8668616,0,1,1,1,44.319939,0,1,6,1,1,0,102.1078738382807
11,6175,9.8293953,60,39,3,0,0,3.4564793,0,1,1,1,47.681606,0,1,9,0,1,2,102.1078738382807
11,6179,10.36755,37,33,0,2,0,2.5109818,0,1,1,1,40.417309,0,1,6,1,0,1,102.1078738382807
11,6180,6.3927202,42,32,0,3,0,0,0,1,1,1,31.45286,0,1,8,1,0,0,102.1078738382807
11,6181,8.2888699,43,39,0,0,,11.630721,,0,0,0,59.943584,0,1,8,1,0,3,102.1078738382807
11,6185,11.576888,31,26,0,3,0,1.6743472,0,1,1,1,40.494591,0,1,5,1,1,0,102.1078738382807
11,6186,11.375958,49,43,1,0,0,28.150887,0,1,1,1,46.734932,0,1,7,1,1,4,102.1078738382807
11,6187,14.760458,58,33,3,0,,11.662688,,0,0,0,60.316849,0,1,7,0,0,5,102.1078738382807
11,6188,13.337864,44,35,0,0,0,3.1533768,0,1,1,1,44.204018,0,1,5,1,1,1,102.1078738382807
11,6189,8.5772648,28,26,3,4,0,14.953269,0,1,1,1,39.142193,0,1,7,1,0,4,102.1078738382807
11,6190,21.391644,61,60,0,0,,37.180397,,0,0,0,73.87944,0,1,4,0,1,8,102.1078738382807
11,6191,18.051283,23,25,5,6,0,25.060051,0,1,1,1,49.072643,0,1,3,0,0,0,102.1078738382807
11,6192,21.217514,52,41,0,2,,33.884766,,0,0,0,64.56723,1,1,3,1,1,2,102.1078738382807
11,6197,15.61208,26,23,4,4,0,16.495375,1,1,1,1,46.90881,0,1,3,1,0,0,102.1078738382807
11,6198,17.387537,34,25,3,0,0,6.529027,0,1,1,1,49.69088,0,1,3,1,1,3,102.1078738382807
11,6199,14.7031,32,26,6,6,0,7.3958502,0,1,1,1,43.740341,0,1,4,1,1,0,102.1078738382807
11,6204,13.508776,25,20,6,6,0,.62528342,0,1,1,1,43.199383,0,1,4,1,1,0,102.1078738382807
11,6205,16.664497,31,26,2,6,0,3.2486422,0,1,1,1,47.37249,0,1,3,1,1,0,102.1078738382807
11,6206,11.156251,48,44,6,0,0,0,0,1,1,1,40.880989,0,1,8,0,1,0,102.1078738382807
11,6207,13.385735,23,21,3,4,0,1.5568373,0,1,1,1,48.531685,0,1,4,1,1,0,102.1078738382807
11,6208,16.102077,27,24,4,0,1,18.28248,0,1,1,1,50.965996,0,1,3,1,1,0,102.1078738382807
